img_id,added_objs,removed_objs,changed_objs
35122,car,none,none
35140,car vehicle,none,car
34186,none,car person,none
31031,car,none,car
34177,vehicle,none,car
30599,car vehicle,none,none
31028,person,object,none
34809,none,none,vehicle
32615,person,none,none
31274,car,none,none
34408,vehicle,vehicle,none
34004,vehicle,none,none
31049,vehicle,none,none
31214,vehicle,none,none
34800,car vehicle,none,none
32904,none,none,none
30540,vehicle,none,none
33243,person,none,car
30349,car person,car,none
34462,none,car,none
31343,none,none,vehicle
32280,car,none,none
32866,car,none,person
30260,none,vehicle,none
35219,vehicle,none,none
32055,car object,none,none
30796,car,car,none
31287,person,none,none
32730,person,vehicle,none
31374,car,person,none
35570,person,none,vehicle
33835,car person,none,none
34024,vehicle,person vehicle,none
34480,car,none,none
31318,car,none,person
33795,none,car person,none
33550,man,none,none
35226,none,car,none
30863,vehicle,none,none
32065,car,none,none
30945,pedestrian,none,car
35381,none,none,car
35935,car,none,none
32089,none,car,none
33999,vehicle,vehicle,none
32886,none,vehicle,none
33172,none,none,vehicle
34869,car,none,none
31740,car person,none,none
35910,vehicle,none,none
33769,person,car,none
32951,car,none,none
31843,none,none,vehicle
31538,car,none,none
32159,person vehicle,none,none
30154,car,none,none
32263,car,none,none
31955,none,none,none
32991,car,none,none
32086,person,none,none
30258,none,car,none
34690,none,car,none
33554,car,none,none
31513,car vehicle,none,none
32288,car person,car person,none
31872,car,none,none
33474,vehicle,none,car
35007,none,none,car
30805,none,none,car
33171,car,none,none
32900,none,none,vehicle
31778,car,none,none
33500,car,none,none
33512,car,none,none
32962,person,none,car
30243,vehicle,none,vehicle
34612,none,car,person
35821,car person,none,none
32168,car,car,none
30993,car,none,none
30707,car,car,none
34358,person,person,none
30829,vehicle,person,none
30317,person,car,none
32602,person,car,none
32938,car,car,none
30231,person,none,car
31066,none,none,car
30560,car,none,none
35445,none,none,car
31901,car,none,none
33631,car,none,none
31723,person car,car,none
34108,car person,none,none
31898,person,person vehicle,none
33458,person,none,none
32194,car,none,none
35699,car,none,none
34425,car,car,none
31307,car,none,none
32902,none,none,car
31788,car,none,none
34345,person,person,none
33224,car person,car,none
32149,person,car,none
35533,car,none,none
31032,person,none,none
31857,car,car,none
34029,person,none,person
35927,dog vehicle,none,none
30035,person,person vehicle,none
32696,vehicle,none,none
32651,car person,none,none
33255,car,car,none
30016,car,car,none
33645,man,none,none
31127,man,none,none
33304,person,none,car
32296,car,none,none
32790,none,none,vehicle
34336,car person,none,none
32698,person,none,none
32571,car person,none,none
32444,none,none,car
30484,person,person,none
33373,person,person,car
32609,none,vehicle,none
34790,car,none,none
35632,car,person,none
34921,none,none,none
34348,vehicle,none,person
30826,none,none,vehicle
30589,vehicle,none,none
35128,car,car,none
31462,car,car,none
35557,none,car,none
34632,car,none,none
33804,person,car,none
32641,car person,none,none
31064,person,none,none
34124,car person,none,none
33815,car,none,none
30873,car,none,none
32563,none,man,none
31395,man,man,none
31449,none,none,vehicle
35139,none,none,vehicle
35827,car,none,none
31123,vehicle,none,none
35756,vehicle,none,person
33564,person vehicle,none,none
35966,person,none,none
35105,person,none,car
35317,none,person,none
32412,person,none,car
32925,car,none,none
35276,none,car person,none
31137,car,none,none
30212,person,none,vehicle
30282,vehicle,none,none
33397,vehicle,vehicle,none
32446,vehicle,none,none
33756,person car,none,none
33936,car,none,person
34275,vehicle,vehicle,none
30320,person,none,none
30312,person,none,car
31478,vehicle,none,none
31865,none,none,car
30398,none,vehicle,none
33893,car person,none,none
30118,car,none,none
33671,car,none,none
34100,car,none,none
30406,person,none,person
32879,car person,none,none
32294,car,none,none
31257,car,none,none
34950,none,none,vehicle
35125,person,none,none
34913,car person,none,none
31920,none,person,vehicle
30584,car,none,none
34187,car man,person,none
33098,none,none,car
33962,person,none,none
33947,car,car,none
31247,man,none,none
33138,car,none,none
35631,none,none,vehicle
33938,car person,none,none
35316,car,none,none
30563,none,car,none
32256,car,car person,none
32521,none,car person,none
31931,none,none,car
30957,car,none,none
32535,person,none,car person
35369,person,none,none
30943,person,person vehicle,none
31633,vehicle,none,none
34589,vehicle,none,vehicle
30371,car,none,none
31650,vehicle,none,none
33430,person,none,none
30437,person,none,none
31332,car,none,none
30048,car,car,none
32546,vehicle,none,none
31396,none,car,none
32425,none,person,none
32050,vehicle,none,none
34572,car vehicle,none,none
35904,car,none,none
32804,vehicle,none,none
35768,person,none,none
31256,car person,none,none
35920,person,none,none
30107,none,vehicle,car
35297,person,person vehicle,none
32231,none,none,vehicle
35024,person,none,none
30651,car,none,none
31435,person,none,none
31423,person,none,none
31195,car,none,none
30607,car person,none,none
32935,car,none,none
32522,car,none,none
33332,car,none,none
30042,car,none,none
33016,none,car,none
31034,car,none,vehicle
32352,person,none,car
34030,none,car,none
30085,none,car,none
34635,person,none,none
31473,person,none,none
30740,man object,none,none
33708,none,none,car
30810,car,none,none
32139,none,car,person
32495,none,none,vehicle
33167,car,none,none
34694,person,car,none
31938,none,person,none
32079,vehicle,car,none
32445,person,none,car
35674,person,none,none
32163,person,person,none
32450,none,car,none
33927,car,none,none
32927,none,car,none
30541,car,none,car
34316,person vehicle,none,none
32361,car person,none,none
31653,none,car,none
35077,car,none,none
33232,car person,none,none
34366,person,none,none
31860,car,car,none
31655,vehicle,none,none
31720,car person,none,none
31791,man,none,none
33820,car person,none,none
30082,car,vehicle,none
32330,car,car,none
31246,car person,none,none
32182,car,none,none
32650,car person,none,none
32675,person,none,none
33956,person,none,none
33605,car,none,none
35395,none,car,none
32743,person,none,vehicle
35286,car person,none,none
33024,car,none,none
35697,car,none,none
30513,car person,none,none
32460,car,none,none
31074,car,none,none
35302,person,none,none
32345,none,person,car
32304,car person,none,none
34729,none,none,car
33151,vehicle,none,none
33759,person,car,none
33186,car person,none,none
32672,none,none,vehicle
34633,person,none,vehicle
33700,person,none,car
35598,none,man person,none
35465,car person,none,none
31354,none,car,none
30930,none,none,car
32762,car person,none,none
33944,car,car,none
30411,car,none,none
30055,car,none,none
34706,person,person,none
33885,none,none,car
31173,person car,none,vehicle
30675,car,none,none
33546,car,none,none
34298,none,car,none
33562,car,none,none
30475,car person,none,none
33604,person,none,none
34519,none,car,none
34538,car person,none,none
33436,car,none,none
34637,person,person car,none
35776,car,none,none
34550,vehicle,vehicle,none
30173,none,none,vehicle
32620,none,none,car
30110,person,person,woman
33455,person woman,none,none
30308,couple person,man person,none
30701,cart person,none,person
30506,person,none,none
31159,person,none,none
34125,none,person,none
32131,pole,none,none
31639,person,person,none
30214,person,none,man
30516,person,none,person
33771,person,person,none
33896,person,person,none
35407,person,none,person
30871,none,woman,none
32310,man person woman,none,none
31213,bicycle person,person,none
35442,person,none,none
30788,person,none,none
34685,man person,none,none
34241,person,none,none
34246,person,person,none
33023,none,none,person
31535,none,none,person
34067,person,man,none
35190,none,none,person
35014,person,person,none
35371,girl person,none,person
31893,none,none,person
31151,individual,individual,none
33086,person,person,none
31285,none,person,none
32403,man,none,none
35261,person,person,none
32993,none,none,person
32278,person,none,none
30659,none,none,couple
31231,none,person,none
30783,person,person,none
32224,person,person,none
32552,none,none,none
30800,person,woman,none
35587,person,none,person
35640,person,none,none
30041,person,none,none
33975,none,none,bicycle person
33422,none,woman,man
30747,none,person,pedestrian
30900,none,none,person
35086,none,person,sign
34389,none,none,person
33097,girl man person,man,none
32186,man woman,person,none
30385,person,person,none
30981,none,person,none
33111,person,none,none
34496,person,none,none
34156,none,none,person
31094,none,person,group
33923,none,none,person
33785,none,person,none
35731,person,none,none
34821,none,none,person
35951,guy,none,guy
32338,none,none,person
35313,person,man person,none
32705,none,none,person
33002,none,person,none
30488,none,none,person
32574,person,none,none
34288,none,none,cart person
31344,none,person,none
30305,person,none,none
32673,person,none,none
32003,person,none,none
